,,left_side,right_side,similarity
64,324,"Red Roof Inn Seattle Airport - SEATAC 16838 International Blvd, Seattle, WA 98188_0","Red Lion Hotel Seattle Airport Sea-Tac 18220 International Blvd, Seattle, WA 98188_0",0.212374521
65,325,"Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0","Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0",1
65,326,"Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0","Red Roof Inn Seattle Airport - SEATAC 16838 International Blvd, Seattle, WA 98188_0",0.291647893
65,327,"Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0","Radisson Hotel Seattle Airport 18118 International Blvd, Seattle, WA 98188_0",0.269824981
65,328,"Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0","Crowne Plaza Seattle Airport 17338 International Blvd, Seattle, WA 98188_0",0.265214449
65,329,"Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0","Hilton Seattle Airport & Conference Center 17620 International Blvd, Seattle, WA 98188_0",0.248159038
66,330,"Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0","Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0",1
66,331,"Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0","Radisson Hotel Seattle Airport 18118 International Blvd, Seattle, WA 98188_0",0.24467886
66,332,"Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0","Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0",0.236373704
66,333,"Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0","Crowne Plaza Seattle Airport 17338 International Blvd, Seattle, WA 98188_0",0.23243888
66,334,"Coast Gateway Hotel 18415 International Blvd, Seattle, WA 98188_0","DoubleTree by Hilton Hotel Seattle Airport 18740 International Blvd, Seattle, WA 98188_0",0.217950346
67,335,"Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0","Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0",1
67,336,"Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0","Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0",0.232133448
67,337,"Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0","Embassy Suites by Hilton Seattle Downtown Pioneer Square 255 S King St, Seattle, WA 98104_0",0.223176176
67,338,"Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.215132244
67,339,"Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",0.157261039
68,340,"Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",1
68,341,"Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0",0.582787221
68,342,"Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.213012528
68,343,"Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0","Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0",0.157261039
68,344,"Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",0.147439717
69,345,"Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0",1
69,346,"Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",0.582787221
69,347,"Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.156974274
69,348,"Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",0.142341664
69,349,"Home2 Suites by Hilton Seattle Airport 380 Upland Drive, Tukwila, Washington 98188_0","Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0",0.142137165
70,350,"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0","Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0",1
70,351,"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0","Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0",0.232133448
70,352,"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0","Seattle Airport Marriott 3201 S 176th St, Seattle, WA 98188_0",0.105736939
70,353,"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0","Clarion Hotel Seattle Airport 3000 S 176th St, Seattle, WA 98188_0",0.09932191
70,354,"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport 3100 S 192nd St, Seattle, WA 98188_0","Radisson Hotel Seattle Airport 18118 International Blvd, Seattle, WA 98188_0",0.097194507
71,355,"Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0","Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0",1
71,356,"Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0","Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0",0.209075609
71,357,"Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0","Best Western Seattle Airport Hotel 20717 International Blvd, Seattle, WA 98198_0",0.075716944
71,358,"Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0","Four Seasons Hotel Seattle 99 Union St, Seattle, WA 98101_0",0.056132949
71,359,"Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0","Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0",0.052187515
72,360,"Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",1
72,361,"Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0","Embassy Suites by Hilton Seattle Tacoma International Airport 15920 W Valley Hwy, Seattle, WA 98188_0",0.215132244
72,362,"Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",0.214487576
72,363,"Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",0.213012528
72,364,"Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle Convention Center Pike Street 1011 Pike St, Seattle, WA 98101_0",0.18132539
73,365,"Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0","Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0",1
73,366,"Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0","La Quinta by Wyndham Seattle Sea-Tac Airport 2824 S 188th St, Seattle, WA 98188_0",0.244128534
73,367,"Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0","Red Lion Hotel Seattle Airport Sea-Tac 18220 International Blvd, Seattle, WA 98188_0",0.123931178
73,368,"Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0","Cedarbrook Lodge 18525 36th Ave S, Seattle, WA 98188_0",0.100306241
73,369,"Motel 6 Seattle Sea-Tac Airport South 18900 47th Ave S, Seattle, WA 98188_0","Seattle Airport Marriott 3201 S 176th St, Seattle, WA 98188_0",0.064245032
74,370,"Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0","Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0",1
74,371,"Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0","Embassy Suites by Hilton Seattle Downtown Pioneer Square 255 S King St, Seattle, WA 98104_0",0.18134876
74,372,"Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",0.116606361
74,373,"Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.114257164
74,374,"Hostelling International Seattle at the American Hotel 520 S King St, Seattle, WA 98104_0","Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0",0.111272181
75,375,"Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0","Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0",1
75,376,"Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0","Homewood Suites by Hilton Seattle Convention Center Pike Street 1011 Pike St, Seattle, WA 98101_0",0.194307286
75,377,"Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0","Hotel Seattle 316 Seneca St, Seattle, WA 98101_0",0.108235991
75,378,"Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0","Thompson Seattle 110 Stewart St, Seattle, WA 98101_0",0.10793092
75,379,"Green Tortoise Hostel Seattle 105 Pike St, Seattle, WA 98101_0","Palihotel Seattle 107 Pine St, Seattle, WA 98101_0",0.106248177
76,380,"Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0","Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0",1
76,381,"Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0","Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0",0.103461955
76,382,"Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0","Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0",0.102376019
76,383,"Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0","Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0",0.077874307
76,384,"Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",0.063675193
77,385,"Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0","Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0",1
77,386,"Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0","Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0",0.18691371
77,387,"Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0","Red Roof Inn Seattle Airport - SEATAC 16838 International Blvd, Seattle, WA 98188_0",0.143281495
77,388,"Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0","Radisson Hotel Seattle Airport 18118 International Blvd, Seattle, WA 98188_0",0.139211092
77,389,"Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0","Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0",0.139148732
78,390,"Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0","Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0",1
78,391,"Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",0.528201634
78,392,"Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",0.183759623
78,393,"Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.166754629
78,394,"Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0","Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0",0.115211679
79,395,"Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",1
79,396,"Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0","Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0",0.528201634
79,397,"Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0","Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0",0.214315572
79,398,"Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",0.186181834
79,399,"Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.175771116
80,400,"Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",1
80,401,"Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0",0.527696356
80,402,"Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.267336629
80,403,"Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.267336629
80,404,"Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",0.259740214
81,405,"MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0","MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0",1
81,406,"MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0","Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0",0.426054218
81,407,"MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0","Inn at Queen Anne 505 1st Ave N, Seattle, WA 98109_0",0.197250335
81,408,"MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0","Civic Hotel 325 7th Ave, Seattle, WA 98109_0",0.10630226
81,409,"MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0","Hyatt Place Seattle 110 6th Ave N, Seattle, WA 98109_0",0.092950703
82,410,"Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0","Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0",1
82,411,"Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0","Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0",0.499496669
82,412,"Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",0.134842157
82,413,"Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",0.087746888
82,414,"Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.08109662
83,415,"Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0","Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0",1
83,416,"Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0","Hotel Seattle 316 Seneca St, Seattle, WA 98101_0",0.141895938
83,417,"Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0","The Paramount Hotel Seattle 724 Pine Street, Seattle Central Business District, Seattle, WA 98101_0",0.099203019
83,418,"Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0","Four Seasons Hotel Seattle 99 Union St, Seattle, WA 98101_0",0.074027682
83,419,"Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0","Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0",0.069610659
84,420,"Hotel Seattle 316 Seneca St, Seattle, WA 98101_0","Hotel Seattle 316 Seneca St, Seattle, WA 98101_0",1
84,421,"Hotel Seattle 316 Seneca St, Seattle, WA 98101_0","Hotel Seattle 315 Seneca Street, Seattle, WA 98101_0",0.141895938
84,422,"Hotel Seattle 316 Seneca St, Seattle, WA 98101_0","Hotel Max 620 Stewart St, Seattle, WA 98101_0",0.140806814
84,423,"Hotel Seattle 316 Seneca St, Seattle, WA 98101_0","Four Seasons Hotel Seattle 99 Union St, Seattle, WA 98101_0",0.139732501
84,424,"Hotel Seattle 316 Seneca St, Seattle, WA 98101_0","Thompson Seattle 110 Stewart St, Seattle, WA 98101_0",0.134566488
85,425,"Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0","Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0",1
85,426,"Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0","Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0",0.227249393
85,427,"Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0","Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0",0.200703956
85,428,"Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0","Holiday Inn Express & Suites Seattle City Center 226 Aurora Avenue North, Seattle, Washington 98109_0",0.190161875
85,429,"Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",0.107168609
86,430,"Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0","Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0",1
86,431,"Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0","Holiday Inn Express & Suites Seattle-City Center 226 Aurora Ave N, Seattle, WA 98109_0",0.296717837
86,432,"Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0","Holiday Inn Express & Suites Seattle City Center 226 Aurora Avenue North, Seattle, Washington 98109_0",0.244487101
86,433,"Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.209014857
86,434,"Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.200515831
87,435,"Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0","Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0",1
87,436,"Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.261751036
87,437,"Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",0.256412079
87,438,"Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",0.214315572
87,439,"Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.167148431
88,440,"Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0","Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0",1
88,441,"Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.527696356
88,442,"Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0","Holiday Inn Express & Suites Seattle City Center 226 Aurora Avenue North, Seattle, Washington 98109_0",0.282053864
88,443,"Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0","Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0",0.227249393
88,444,"Comfort Inn & Suites 13700 Aurora Avenue North, Seattle, Washington 98133_0","Travelodge Seattle by The Space Needle 200 6th Avenue North, Seattle, Washington 98109_0",0.177754499
89,445,"Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",1
89,446,"Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.218437103
89,447,"Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0","Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0",0.195741758
89,448,"Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",0.186181834
89,449,"Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0","Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0",0.183759623
90,450,"Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0","Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0",1
90,451,"Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0","Roy Street Commons 621 12th Ave E, Seattle, WA 98102_0",0.499496669
90,452,"Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0","Warwick Seattle 401 Lenora Street Seattle, Washington 98121_0",0.053295262
90,453,"Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0","Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0",0.051594785
90,454,"Roy Street Commons 621 12th Avenue East, Seattle, Washington 98102_0","Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0",0.047069837
91,455,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",1
91,456,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",1
91,457,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.267336629
91,458,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",0.265218
91,459,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0",0.253103953
92,460,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",1
92,461,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",1
92,462,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.267336629
92,463,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",0.265218
92,464,"Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0","Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0",0.253103953
93,465,"Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0","Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0",1
93,466,"Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0","Columbus Motor Inn 9613 Aurora Avenue North, Seattle, WA 98103_0",0.200703956
93,467,"Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",0.128541338
93,468,"Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",0.098675094
93,469,"Marco Polo Motel 4114 Aurora North, Seattle, WA 98103_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.09670841
94,470,"Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0","Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0",1
94,471,"Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.020075966
94,472,"Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.020075966
94,473,"Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.01955722
94,474,"Ballard Inn 5300 Ballard Ave NW, Seattle, WA 98107_0","Kings Inn 2106 5th Ave, Seattle, WA 98121_0",0.019272678
95,475,"The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0","The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0",1
95,476,"The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0","La Quinta Inn & Suites Seattle Downtown 2224 8th Ave, Seattle, WA 98121_0",0.210473347
95,477,"The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0","Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0",0.175775139
95,478,"The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0","Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0",0.175775139
95,479,"The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.116329655
96,480,"Kings Inn 2106 5th Ave, Seattle, WA 98121_0","Kings Inn 2106 5th Ave, Seattle, WA 98121_0",1
